Trang,Địa chỉ,Diện tích (m2),Phòng ngủ,WC,Giá
82,phuong nguyen cu trinh,55,1,1,14500
22,phuong nguyen cu trinh,51,1,1,14500
18,phuong nguyen thai binh,80,15,16,14500
58,phuong nguyen thai binh,76,8,9,14500
23,phuong pham ngu lao,85,6,6,14500
41,phuong pham ngu lao,56,6,5,14500
38,phuong pham ngu lao,56,6,4,14500
31,phuong pham ngu lao,66,5,5,14500
45,phuong tan dinh,35,6,6,14500
4,phuong da kao,60,6,6,14500
2,phuong da kao,49,5,6,14500
2,phuong da kao,48,5,6,14500
49,phuong co giang,78,2,2,14600
70,phuong pham ngu lao,44,6,7,14600
3,phuong cau kho,68,4,4,14700
74,phuong da kao,120,19,20,14700
74,phuong da kao,85,17,18,14700
72,phuong da kao,85,10,10,14700
63,phuong co giang,52,3,3,14800
95,phuong nguyen cu trinh,72,6,8,14800
16,phuong cau kho,47,6,6,14900
60,phuong ben nghe,65,6,6,15000
47,phuong ben nghe,40,4,5,15000
47,phuong ben thanh,68,6,5,15000
23,phuong cau kho,56,1,1,15000
4,phuong cau kho,88,1,1,15000
4,phuong cau kho,76,2,2,15000
22,phuong cau kho,55,1,1,15000
21,phuong cau kho,52,1,1,15000
42,phuong cau kho,64,5,5,15000
19,phuong cau kho,85,1,1,15000
21,phuong cau kho,53,1,1,15000
22,phuong cau ong lanh,80,4,5,15000
20,phuong cau ong lanh,63,1,1,15000
25,phuong cau ong lanh,89,5,6,15000
34,phuong cau ong lanh,114,5,4,15000
24,phuong co giang,42,7,7,15000
24,phuong co giang,45,6,7,15000
53,phuong co giang,53,3,3,15000
61,phuong co giang,97,3,3,15000
38,phuong co giang,59,1,1,15000
22,phuong da kao,53,6,7,15000
24,phuong da kao,38,4,4,15000
60,phuong da kao,68,3,3,15000
69,phuong da kao,50,4,4,15000
10,phuong da kao,56,8,4,15000
59,phuong da kao,84,6,4,15000
76,phuong da kao,150,20,21,15000
54,phuong da kao,84,3,3,15000
83,phuong nguyen cu trinh,48,1,1,15000
97,phuong nguyen cu trinh,78,8,9,15000
83,phuong nguyen cu trinh,29,1,1,15000
95,phuong nguyen cu trinh,75,8,9,15000
82,phuong nguyen cu trinh,100,1,1,15000
68,phuong nguyen cu trinh,34,2,2,15000
81,phuong nguyen cu trinh,37,2,2,15000
87,phuong nguyen thai binh,70,8,2,15000
25,phuong nguyen thai binh,100,3,2,15000
70,phuong pham ngu lao,64,8,9,15000
73,phuong pham ngu lao,64,6,7,15000
75,phuong pham ngu lao,56,7,8,15000
98,phuong pham ngu lao,40,6,6,15000
64,phuong pham ngu lao,122,3,2,15000
80,phuong pham ngu lao,52,6,6,15000
39,phuong tan dinh,35,4,4,15000
24,phuong tan dinh,65,10,10,15000
39,phuong tan dinh,40,4,4,15000
26,phuong tan dinh,60,5,5,15000
71,phuong tan dinh,90,8,8,15000
55,phuong tan dinh,40,5,5,15000
86,phuong tan dinh,35,1,2,15000
83,phuong tan dinh,37,6,6,15000
25,phuong tan dinh,49,6,6,15000
70,phuong tan dinh,50,10,11,15000
10,phuong tan dinh,35,3,3,15000
48,phuong tan dinh,109,14,16,15000
3,phuong ben nghe,84,4,5,15000
1,phuong ben nghe,44,5,4,15000
8,phuong cau kho,70,4,4,15200
79,phuong co giang,81,7,7,15200
74,phuong co giang,81,4,4,15200
87,phuong tan dinh,64,4,2,15200
70,phuong tan dinh,90,10,11,15200
59,phuong tan dinh,90,3,2,15200
55,phuong tan dinh,90,2,3,15200
79,phuong nguyen cu trinh,44,1,1,15400
68,phuong co giang,53,8,9,15450
26,phuong ben nghe,75,6,6,15500
27,phuong ben nghe,80,8,8,15500
42,phuong ben thanh,53,3,4,15500
15,phuong cau kho,55,5,6,15500
36,phuong cau ong lanh,53,1,1,15500
5,phuong cau ong lanh,50,4,5,15500
25,phuong cau ong lanh,65,8,8,15500
6,phuong co giang,40,8,8,15500
8,phuong co giang,40,4,4,15500
52,phuong co giang,48,2,1,15500
23,phuong co giang,57,6,6,15500
60,phuong co giang,50,5,5,15500
75,phuong co giang,60,4,5,15500
73,phuong co giang,56,5,6,15500
73,phuong co giang,61,4,5,15500
32,phuong co giang,60,6,7,15500
71,phuong da kao,72,10,11,15500
57,phuong da kao,61,6,6,15500
60,phuong da kao,65,2,2,15500
29,phuong nguyen cu trinh,56,3,2,15500
7,phuong nguyen cu trinh,84,2,1,15500
39,phuong nguyen cu trinh,31,4,4,15500
89,phuong pham ngu lao,64,10,10,15500
81,phuong pham ngu lao,55,5,5,15500
88,phuong pham ngu lao,104,10,11,15500
80,phuong pham ngu lao,58,4,5,15500
36,phuong tan dinh,36,3,3,15500
79,phuong tan dinh,72,8,7,15500
62,phuong tan dinh,75,9,9,15500
82,phuong tan dinh,40,4,4,15500
39,phuong tan dinh,50,6,6,15500
3,phuong da kao,60,3,3,15500
5,phuong tan dinh,58,6,7,15500
9,phuong tan dinh,35,2,2,15500
24,phuong cau ong lanh,70,6,6,15600
74,phuong nguyen cu trinh,64,10,10,15600
35,phuong co giang,77,2,2,15614
39,phuong co giang,68,2,2,15700
39,phuong co giang,68,2,2,15700
74,phuong da kao,90,15,16,15700
74,phuong da kao,81,15,16,15800
80,phuong nguyen cu trinh,76,1,1,15800
79,phuong tan dinh,70,8,8,15800
71,phuong tan dinh,90,10,10,15800
46,phuong co giang,82,2,1,15900
69,phuong co giang,82,2,1,15900
83,phuong da kao,66,10,10,15900
37,phuong nguyen cu trinh,148,9,9,15900
68,phuong tan dinh,58,6,6,15999
63,phuong ben thanh,51,3,3,16000
46,phuong cau kho,51,2,2,16000
22,phuong cau kho,57,1,1,16000
21,phuong cau kho,55,1,1,16000
46,phuong cau kho,77,2,1,16000
25,phuong cau kho,53,2,3,16000
9,phuong cau ong lanh,50,4,4,16000
62,phuong co giang,97,3,3,16000
73,phuong co giang,56,6,7,16000
62,phuong co giang,150,3,3,16000
62,phuong co giang,49,7,7,16000
75,phuong co giang,52,3,3,16000
78,phuong co giang,52,5,5,16000
77,phuong co giang,52,5,5,16000
78,phuong co giang,52,5,5,16000
61,phuong co giang,99,5,2,16000
53,phuong co giang,60,5,5,16000
61,phuong co giang,52,3,3,16000
51,phuong co giang,85,9,10,16000
51,phuong co giang,85,9,9,16000
62,phuong da kao,50,5,5,16000
93,phuong da kao,72,4,5,16000
93,phuong da kao,72,4,4,16000
93,phuong da kao,72,5,5,16000
44,phuong nguyen cu trinh,30,3,3,16000
17,phuong nguyen cu trinh,32,2,2,16000
99,phuong nguyen cu trinh,50,6,7,16000
81,phuong nguyen cu trinh,53,1,1,16000
68,phuong nguyen cu trinh,32,1,1,16000
82,phuong nguyen cu trinh,44,1,1,16000
71,phuong pham ngu lao,65,11,12,16000
67,phuong pham ngu lao,80,10,11,16000
74,phuong pham ngu lao,125,36,36,16000
80,phuong pham ngu lao,96,12,12,16000
66,phuong pham ngu lao,96,12,13,16000
36,phuong tan dinh,64,8,8,16000
26,phuong tan dinh,88,4,5,16000
19,phuong tan dinh,61,8,8,16000
22,phuong tan dinh,80,15,15,16000
98,phuong tan dinh,47,9,11,16000
98,phuong tan dinh,47,9,11,16000
65,phuong tan dinh,60,6,6,16000
98,phuong tan dinh,68,8,8,16000
98,phuong tan dinh,69,8,8,16000
22,phuong tan dinh,80,12,12,16000
81,phuong tan dinh,68,15,15,16000
89,phuong tan dinh,55,5,4,16000
2,phuong tan dinh,46,9,11,16000
9,phuong nguyen cu trinh,61,14,14,16000
10,phuong tan dinh,96,12,12,16000
46,phuong ben thanh,73,5,5,16200
34,phuong nguyen cu trinh,39,1,1,16200
68,phuong nguyen cu trinh,37,3,3,16200
68,phuong ben nghe,31,3,3,16500
95,phuong ben nghe,67,6,6,16500
13,phuong cau kho,45,5,4,16500
43,phuong cau kho,36,3,3,16500
10,phuong cau kho,44,5,5,16500
8,phuong cau ong lanh,140,4,4,16500
23,phuong cau ong lanh,92,5,5,16500
41,phuong co giang,84,1,1,16500
67,phuong da kao,90,4,4,16500
55,phuong da kao,114,3,3,16500
59,phuong da kao,55,6,5,16500
59,phuong da kao,114,8,8,16500
44,phuong nguyen cu trinh,40,5,5,16500
96,phuong nguyen cu trinh,61,6,7,16500
63,phuong nguyen cu trinh,40,3,0,16500
99,phuong nguyen cu trinh,48,6,7,16500
78,phuong nguyen cu trinh,60,1,1,16500
68,phuong nguyen cu trinh,36,3,3,16500
94,phuong nguyen cu trinh,56,8,9,16500
77,phuong nguyen thai binh,84,15,15,16500
70,phuong nguyen thai binh,84,5,5,16500
53,phuong pham ngu lao,68,10,11,16500
70,phuong pham ngu lao,77,6,7,16500
72,phuong tan dinh,89,15,16,16500
71,phuong tan dinh,89,8,8,16500
3,phuong tan dinh,35,8,6,16500
1,phuong da kao,81,2,2,16500
3,phuong tan dinh,70,7,6,16500
4,phuong tan dinh,35,4,4,16500
82,phuong tan dinh,72,4,4,16700
89,phuong ben thanh,40,3,4,16800
35,phuong co giang,40,10,11,16800
80,phuong co giang,79,4,5,16800
72,phuong co giang,79,5,4,16800
72,phuong co giang,79,8,6,16800
74,phuong da kao,80,17,18,16800
72,phuong da kao,82,10,11,16800
55,phuong da kao,70,4,5,16800
58,phuong da kao,70,8,8,16800
1,phuong nguyen cu trinh,80,8,9,16800
4,phuong da kao,81,4,4,16800
4,phuong da kao,72,4,4,16800
38,phuong cau kho,71,6,6,16900
34,phuong cau kho,90,5,4,16900
5,phuong nguyen thai binh,65,10,10,16990
5,phuong nguyen thai binh,65,10,10,16990
26,phuong ben nghe,110,4,3,17000
94,phuong ben nghe,68,8,9,17000
95,phuong ben nghe,126,6,7,17000
95,phuong ben nghe,68,8,9,17000
82,phuong ben thanh,94,6,6,17000
56,phuong ben thanh,110,3,2,17000
28,phuong ben thanh,80,6,6,17000
32,phuong cau kho,100,8,8,17000
32,phuong cau kho,100,8,8,17000
43,phuong cau kho,48,5,5,17000
23,phuong cau ong lanh,72,12,12,17000
25,phuong cau ong lanh,41,6,6,17000
23,phuong cau ong lanh,80,6,6,17000
5,phuong co giang,43,6,3,17000
75,phuong co giang,97,10,10,17000
47,phuong co giang,80,5,5,17000
78,phuong co giang,97,5,5,17000
62,phuong co giang,155,7,7,17000
78,phuong co giang,97,5,5,17000
74,phuong co giang,38,3,3,17000
74,phuong co giang,85,12,12,17000
80,phuong co giang,74,5,2,17000
47,phuong co giang,69,6,7,17000
21,phuong da kao,64,10,10,17000
100,phuong da kao,68,4,4,17000
14,phuong nguyen cu trinh,50,4,4,17000
10,phuong nguyen cu trinh,84,3,3,17000
35,phuong nguyen cu trinh,67,1,1,17000
77,phuong nguyen thai binh,32,5,5,17000
62,phuong nguyen thai binh,77,4,5,17000
68,phuong nguyen thai binh,76,6,6,17000
78,phuong pham ngu lao,98,8,9,17000
68,phuong pham ngu lao,98,10,11,17000
78,phuong pham ngu lao,56,8,9,17000
90,phuong tan dinh,90,5,5,17000
59,phuong tan dinh,64,8,8,17000
40,phuong tan dinh,62,8,8,17000
17,phuong tan dinh,100,10,10,17000
67,phuong tan dinh,69,3,3,17000
70,phuong tan dinh,70,10,11,17000
29,phuong tan dinh,90,5,6,17000
57,phuong tan dinh,86,8,8,17000
65,phuong tan dinh,64,4,4,17000
99,phuong tan dinh,68,7,8,17000
3,phuong ben nghe,67,12,13,17000
93,phuong tan dinh,62,3,2,17200
98,phuong tan dinh,67,8,7,17200
30,phuong cau ong lanh,76,3,3,17300
78,phuong pham ngu lao,56,8,9,17300
68,phuong ben thanh,72,11,12,17500
23,phuong cau ong lanh,71,4,5,17500
36,phuong co giang,70,2,2,17500
36,phuong co giang,39,11,11,17500
27,phuong co giang,48,5,5,17500
47,phuong co giang,76,8,8,17500
14,phuong da kao,64,5,5,17500
18,phuong da kao,36,6,5,17500
93,phuong da kao,115,3,3,17500
67,phuong da kao,60,4,4,17500
49,phuong da kao,66,4,3,17500
48,phuong da kao,68,4,4,17500
91,phuong nguyen cu trinh,65,3,4,17500
38,phuong nguyen cu trinh,80,15,16,17500
74,phuong nguyen thai binh,72,9,10,17500
25,phuong pham ngu lao,64,15,16,17500
71,phuong tan dinh,75,15,16,17500
44,phuong tan dinh,49,1,1,17500
65,phuong tan dinh,65,7,7,17500
73,phuong tan dinh,70,16,17,17500
1,phuong nguyen cu trinh,77,5,5,17500
9,phuong pham ngu lao,50,5,5,17500
3,phuong tan dinh,97,5,5,17500
24,phuong cau ong lanh,78,8,8,17600
47,phuong co giang,78,1,1,17600
83,phuong pham ngu lao,105,6,6,17600
54,phuong co giang,75,6,6,17800
35,phuong da kao,71,4,3,17800
72,phuong tan dinh,90,15,16,17800
3,phuong da kao,34,9,9,17800
16,phuong nguyen cu trinh,68,4,4,17900
2,phuong tan dinh,52,2,2,17900
100,phuong tan dinh,72,6,6,17900
72,phuong tan dinh,113,23,24,17900
79,phuong tan dinh,68,5,5,17900
57,phuong tan dinh,84,6,5,17900
88,phuong pham ngu lao,130,2,2,17999
80,phuong ben thanh,55,8,7,18000
82,phuong ben thanh,62,2,2,18000
91,phuong ben thanh,36,4,5,18000
86,phuong ben thanh,36,4,5,18000
20,phuong cau kho,64,1,1,18000
23,phuong cau kho,47,1,1,18000
3,phuong cau kho,66,4,4,18000
46,phuong cau kho,50,2,3,18000
41,phuong cau kho,100,10,11,18000
37,phuong cau kho,84,8,8,18000
41,phuong cau kho,90,10,11,18000
19,phuong cau kho,64,1,1,18000
22,phuong cau kho,54,1,1,18000
31,phuong cau kho,100,12,12,18000
20,phuong cau ong lanh,87,1,1,18000
34,phuong cau ong lanh,80,4,4,18000
15,phuong cau ong lanh,60,4,4,18000
15,phuong co giang,72,5,4,18000
40,phuong co giang,66,1,1,18000
76,phuong co giang,64,3,3,18000
76,phuong co giang,65,4,4,18000
74,phuong co giang,72,7,7,18000
80,phuong co giang,61,10,10,18000
72,phuong co giang,54,6,7,18000
72,phuong co giang,92,6,7,18000
22,phuong co giang,57,3,3,18000
62,phuong co giang,166,3,3,18000
30,phuong co giang,72,6,6,18000
71,phuong da kao,98,10,11,18000
77,phuong da kao,70,15,16,18000
30,phuong da kao,73,4,3,18000
92,phuong da kao,42,4,4,18000
53,phuong da kao,57,4,3,18000
10,phuong da kao,80,4,3,18000
11,phuong da kao,62,7,7,18000
67,phuong da kao,65,6,6,18000
65,phuong da kao,73,4,3,18000
23,phuong da kao,148,3,3,18000
88,phuong da kao,60,3,3,18000
58,phuong da kao,68,10,10,18000
16,phuong nguyen cu trinh,50,3,3,18000
68,phuong nguyen cu trinh,100,10,10,18000
41,phuong nguyen cu trinh,73,4,6,18000
68,phuong nguyen cu trinh,100,10,10,18000
37,phuong nguyen cu trinh,80,6,6,18000
93,phuong nguyen cu trinh,72,6,7,18000
94,phuong nguyen cu trinh,90,10,11,18000
68,phuong nguyen cu trinh,100,10,10,18000
63,phuong nguyen cu trinh,100,10,10,18000
67,phuong nguyen cu trinh,100,10,10,18000
67,phuong nguyen cu trinh,100,10,10,18000
67,phuong nguyen cu trinh,100,10,5,18000
67,phuong nguyen cu trinh,100,10,10,18000
77,phuong nguyen cu trinh,80,6,7,18000
77,phuong nguyen cu trinh,110,1,1,18000
87,phuong nguyen thai binh,80,3,3,18000
2,phuong nguyen thai binh,83,14,14,18000
58,phuong nguyen thai binh,88,6,6,18000
82,phuong nguyen thai binh,78,34,34,18000
60,phuong nguyen thai binh,67,4,5,18000
38,phuong pham ngu lao,60,4,4,18000
25,phuong pham ngu lao,60,13,13,18000
24,phuong tan dinh,60,5,5,18000
79,phuong tan dinh,60,3,3,18000
100,phuong tan dinh,70,6,6,18000
89,phuong tan dinh,55,5,5,18000
93,phuong tan dinh,62,8,9,18000
55,phuong tan dinh,79,6,7,18000
74,phuong tan dinh,72,2,2,18000
100,phuong tan dinh,68,3,3,18000
59,phuong tan dinh,79,8,7,18000
35,phuong tan dinh,73,5,4,18000
65,phuong tan dinh,58,3,2,18000
5,phuong tan dinh,68,4,4,18000
25,phuong co giang,56,6,6,18300
52,phuong ben nghe,65,5,4,18500
91,phuong ben thanh,35,3,4,18500
16,phuong cau kho,90,5,5,18500
30,phuong cau ong lanh,80,5,5,18500
70,phuong co giang,94,4,4,18500
44,phuong co giang,45,5,5,18500
62,phuong co giang,166,3,3,18500
36,phuong da kao,48,5,5,18500
45,phuong da kao,48,5,4,18500
52,phuong nguyen cu trinh,109,4,4,18500
31,phuong nguyen cu trinh,81,6,6,18500
79,phuong nguyen cu trinh,79,1,1,18500
18,phuong nguyen thai binh,130,15,16,18500
7,phuong nguyen thai binh,61,7,7,18500
67,phuong nguyen thai binh,68,4,5,18500
58,phuong nguyen thai binh,66,6,7,18500
19,phuong pham ngu lao,54,1,2,18500
21,phuong pham ngu lao,46,2,2,18500
24,phuong pham ngu lao,57,2,2,18500
20,phuong pham ngu lao,46,2,2,18500
20,phuong pham ngu lao,46,3,2,18500
38,phuong tan dinh,48,2,1,18500
58,phuong tan dinh,126,6,6,18500
42,phuong tan dinh,58,1,1,18500
42,phuong tan dinh,48,1,1,18500
53,phuong tan dinh,68,5,5,18500
43,phuong tan dinh,50,1,1,18500
68,phuong tan dinh,60,4,5,18500
70,phuong tan dinh,96,11,10,18500
94,phuong tan dinh,58,3,4,18500
90,phuong tan dinh,72,2,3,18500
80,phuong tan dinh,72,3,3,18600
86,phuong tan dinh,62,5,5,18600
4,phuong tan dinh,72,3,3,18600
42,phuong co giang,55,6,6,18800
56,phuong da kao,100,5,5,18900
38,phuong tan dinh,70,4,5,18900
59,phuong tan dinh,135,8,8,18900
30,phuong tan dinh,68,2,2,18900
49,phuong tan dinh,65,8,8,18900
70,phuong tan dinh,90,10,11,18900
55,phuong tan dinh,135,6,4,18900
99,phuong tan dinh,90,3,3,18900
69,phuong tan dinh,46,5,5,18999
6,phuong ben nghe,21,2,2,19000
6,phuong ben nghe,22,3,3,19000
96,phuong ben nghe,132,6,7,19000
13,phuong ben thanh,70,3,2,19000
3,phuong cau kho,66,4,4,19000
28,phuong cau kho,90,10,11,19000
26,phuong cau kho,120,6,7,19000
37,phuong cau kho,71,9,9,19000
24,phuong cau kho,50,2,2,19000
24,phuong cau ong lanh,88,5,5,19000
33,phuong cau ong lanh,82,2,3,19000
33,phuong cau ong lanh,70,8,7,19000
16,phuong co giang,52,6,6,19000
77,phuong co giang,80,12,13,19000
80,phuong co giang,66,10,11,19000
40,phuong co giang,37,1,1,19000
16,phuong co giang,74,8,8,19000
80,phuong co giang,46,1,1,19000
73,phuong co giang,66,7,5,19000
28,phuong da kao,105,4,4,19000
10,phuong da kao,60,1,2,19000
45,phuong da kao,34,4,4,19000
35,phuong da kao,100,3,3,19000
53,phuong da kao,80,6,6,19000
84,phuong da kao,66,3,3,19000
68,phuong nguyen cu trinh,100,10,10,19000
68,phuong nguyen cu trinh,100,10,10,19000
31,phuong nguyen cu trinh,112,6,6,19000
31,phuong nguyen cu trinh,112,6,6,19000
67,phuong nguyen cu trinh,100,10,10,19000
31,phuong nguyen cu trinh,112,6,6,19000
67,phuong nguyen cu trinh,100,10,10,19000
74,phuong nguyen thai binh,75,2,2,19000
12,phuong pham ngu lao,46,2,2,19000
33,phuong pham ngu lao,18,3,3,19000
28,phuong pham ngu lao,18,3,3,19000
69,phuong pham ngu lao,84,4,5,19000
29,phuong pham ngu lao,18,2,3,19000
31,phuong pham ngu lao,30,4,4,19000
73,phuong pham ngu lao,175,26,26,19000
27,phuong pham ngu lao,18,4,2,19000
74,phuong pham ngu lao,80,6,6,19000
34,phuong tan dinh,44,14,14,19000
89,phuong tan dinh,72,4,3,19000
14,phuong tan dinh,49,4,4,19000
68,phuong tan dinh,44,4,4,19000
100,phuong tan dinh,72,6,6,19000
47,phuong tan dinh,70,4,4,19000
100,phuong tan dinh,76,7,7,19000
73,phuong tan dinh,60,2,3,19000
99,phuong tan dinh,68,3,3,19000
2,phuong nguyen cu trinh,80,6,6,19000
4,phuong nguyen cu trinh,72,4,4,19000
4,phuong tan dinh,80,13,13,19000
5,phuong tan dinh,80,12,12,19000
3,phuong tan dinh,54,4,3,19000
59,phuong co giang,45,3,3,19100
84,phuong pham ngu lao,127,7,7,19100
52,phuong ben thanh,39,2,2,19500
13,phuong co giang,52,6,6,19500
25,phuong co giang,55,8,8,19500
65,phuong da kao,66,4,4,19500
40,phuong da kao,75,5,5,19500
34,phuong da kao,68,6,5,19500
61,phuong nguyen cu trinh,40,3,3,19500
2,phuong nguyen cu trinh,76,7,7,19500
80,phuong nguyen cu trinh,105,1,1,19500
68,phuong nguyen cu trinh,100,10,10,19500
11,phuong nguyen cu trinh,40,3,4,19500
65,phuong nguyen cu trinh,55,2,3,19500
68,phuong nguyen cu trinh,100,10,10,19500
1,phuong nguyen cu trinh,76,6,6,19500
9,phuong nguyen thai binh,68,16,16,19500
77,phuong nguyen thai binh,44,4,5,19500
25,phuong pham ngu lao,60,11,12,19500
87,phuong tan dinh,66,4,3,19500
57,phuong tan dinh,75,4,4,19500
95,phuong tan dinh,55,6,7,19500
55,phuong tan dinh,168,3,2,19500
70,phuong tan dinh,72,10,11,19500
100,phuong tan dinh,108,4,3,19500
2,phuong da kao,78,6,6,19500
1,phuong tan dinh,65,8,9,19500
4,phuong tan dinh,42,13,14,19500
6,phuong nguyen cu trinh,60,12,12,19500
2,phuong tan dinh,80,8,9,19500
71,phuong ben thanh,78,5,4,19700
23,phuong cau ong lanh,80,6,7,19700
9,phuong ben nghe,61,8,8,19700
17,phuong ben thanh,52,5,5,19800
68,phuong ben thanh,53,10,11,19800
17,phuong cau kho,60,4,2,19800
9,phuong pham ngu lao,35,3,3,19800
53,phuong ben thanh,72,3,2,19900
56,phuong ben thanh,72,8,6,19900
28,phuong cau kho,77,3,3,19900
73,phuong da kao,80,8,8,19900
50,phuong tan dinh,56,4,2,19900
67,phuong ben thanh,90,10,11,19990
70,phuong tan dinh,90,10,11,19990
13,phuong ben thanh,75,8,8,20000
65,phuong ben thanh,50,6,3,20000
82,phuong ben thanh,75,3,3,20000
42,phuong ben thanh,74,9,9,20000
60,phuong ben thanh,30,4,4,20000
82,phuong ben thanh,75,5,5,20000
42,phuong ben thanh,40,1,1,20000
29,phuong ben thanh,57,3,3,20000
68,phuong ben thanh,50,6,6,20000
1,phuong cau kho,131,10,10,20000
26,phuong cau kho,83,8,9,20000
25,phuong cau kho,65,5,5,20000
11,phuong cau kho,160,10,12,20000
25,phuong cau kho,65,5,3,20000
25,phuong cau kho,64,6,5,20000
6,phuong cau kho,60,8,7,20000
14,phuong cau ong lanh,68,3,3,20000
33,phuong cau ong lanh,72,34,34,20000
36,phuong cau ong lanh,83,2,2,20000
9,phuong cau ong lanh,99,10,11,20000
21,phuong cau ong lanh,74,1,1,20000
29,phuong cau ong lanh,70,4,6,20000
6,phuong co giang,52,6,6,20000
47,phuong co giang,109,1,1,20000
2,phuong co giang,42,5,6,20000
35,phuong co giang,52,6,6,20000
28,phuong da kao,40,3,3,20000
28,phuong da kao,66,4,4,20000
68,phuong da kao,85,4,3,20000
18,phuong da kao,58,6,4,20000
45,phuong da kao,83,2,2,20000
58,phuong da kao,112,6,6,20000
10,phuong da kao,99,2,3,20000
10,phuong da kao,45,2,2,20000
41,phuong da kao,81,5,5,20000
10,phuong da kao,100,1,2,20000
43,phuong da kao,52,4,5,20000
99,phuong nguyen cu trinh,125,6,7,20000
47,phuong nguyen cu trinh,98,6,6,20000
10,phuong nguyen cu trinh,56,3,3,20000
15,phuong nguyen cu trinh,56,4,4,20000
78,phuong nguyen cu trinh,47,1,1,20000
56,phuong nguyen cu trinh,69,1,1,20000
39,phuong nguyen cu trinh,69,1,1,20000
78,phuong nguyen cu trinh,100,1,1,20000
92,phuong nguyen cu trinh,52,4,4,20000
48,phuong nguyen cu trinh,60,3,3,20000
68,phuong nguyen cu trinh,100,10,10,20000
67,phuong nguyen cu trinh,100,10,10,20000
67,phuong nguyen cu trinh,100,10,10,20000
90,phuong nguyen cu trinh,70,8,4,20000
13,phuong nguyen cu trinh,50,2,3,20000
90,phuong nguyen cu trinh,66,6,6,20000
63,phuong nguyen cu trinh,100,10,10,20000
66,phuong nguyen cu trinh,88,4,4,20000
18,phuong nguyen thai binh,60,6,6,20000
65,phuong nguyen thai binh,68,10,11,20000
11,phuong nguyen thai binh,61,12,12,20000
17,phuong nguyen thai binh,66,5,5,20000
80,phuong nguyen thai binh,82,10,10,20000
78,phuong pham ngu lao,80,5,5,20000
7,phuong tan dinh,56,5,5,20000
31,phuong tan dinh,99,4,4,20000
86,phuong tan dinh,56,5,5,20000
72,phuong tan dinh,72,25,27,20000
62,phuong tan dinh,55,6,6,20000
88,phuong tan dinh,60,9,9,20000
53,phuong tan dinh,51,3,3,20000
63,phuong tan dinh,99,4,4,20000
100,phuong tan dinh,60,6,6,20000
64,phuong tan dinh,80,5,5,20000
74,phuong tan dinh,132,7,8,20000
67,phuong tan dinh,58,0,2,20000
89,phuong tan dinh,72,4,4,20000
64,phuong tan dinh,52,12,14,20000
3,phuong da kao,80,6,5,20000
3,phuong da kao,65,7,7,20000
2,phuong da kao,78,5,5,20000
2,phuong da kao,65,7,8,20000
1,phuong tan dinh,80,5,3,20000
1,phuong tan dinh,87,5,3,20000
1,phuong da kao,68,4,4,20000
9,phuong nguyen cu trinh,64,4,4,20000
3,phuong tan dinh,55,4,4,20000
55,phuong tan dinh,96,11,6,20100
47,phuong nguyen cu trinh,80,8,8,20400
1,phuong tan dinh,58,2,2,20400
95,phuong ben thanh,62,5,4,20500
6,phuong cau kho,70,10,10,20500
11,phuong cau kho,80,12,13,20500
6,phuong cau kho,79,8,8,20500
17,phuong cau ong lanh,80,5,5,20500
72,phuong co giang,110,12,12,20500
75,phuong da kao,136,16,17,20500
58,phuong da kao,131,8,8,20500
54,phuong da kao,131,6,6,20500
73,phuong da kao,136,9,9,20500
92,phuong nguyen cu trinh,90,2,3,20500
14,phuong nguyen thai binh,61,3,4,20500
68,phuong nguyen thai binh,64,12,12,20500
36,phuong nguyen thai binh,72,10,10,20500
13,phuong nguyen thai binh,61,7,7,20500
87,phuong pham ngu lao,63,16,16,20500
73,phuong pham ngu lao,46,4,4,20500
86,phuong pham ngu lao,46,2,3,20500
87,phuong tan dinh,58,2,2,20500
87,phuong tan dinh,58,1,1,20500
33,phuong tan dinh,55,6,6,20500
46,phuong tan dinh,65,5,6,20500
82,phuong tan dinh,69,3,3,20500
47,phuong tan dinh,62,1,1,20500
49,phuong tan dinh,52,5,5,20500
94,phuong tan dinh,100,3,3,20500
25,phuong tan dinh,56,4,4,20500
47,phuong tan dinh,100,6,6,20500
90,phuong tan dinh,70,2,1,20500
46,phuong tan dinh,57,4,4,20500
1,phuong tan dinh,64,4,4,20500
